name,Country,Region,Municipality,latitude,longitude
Dyagilevo Air Base,RU,RU-RYA,,54.4226732,40.5705246
Ivanovo South Airport,RU,RU-IVA,Ivanovo,57.04529735,41.3780441506198
Staroselye Airport,RU,RU-YAR,Rybinsk,57.7472051,39.1040744689945
Semyazino Airport,RU,RU-VLA,Vladimir,56.0503336,40.6561633
Myachkovo Airport,RU,RU-MOS,Moscow,55.5043158,38.0353929
Bryansk Airport,RU,RU-BRY,Bryansk,52.9394031,33.1687124808091
Zhukovsky International Airport,RU,RU-MOS,Moscow,55.5043158,38.0353929
Domodedovo International Airport,RU,RU-MOS,Moscow,55.5043158,38.0353929
Sheremetyevo International Airport,RU,RU-MOS,Moscow,55.5043158,38.0353929
Migalovo Air Base,RU,RU-TVE,Tver,57.1134475,35.1744428
Ostafyevo International Airport,RU,RU-MOS,Moscow,55.5043158,38.0353929
Tretyakovo Airport,RU,RU-MOS,Lukhovitsy,55.5043158,38.0353929
Chkalovskiy Air Base,RU,RU-MOS,Moscow,55.5043158,38.0353929
Belgorod International Airport,RU,RU-BEL,Belgorod,50.6131807,37.2414786581491
Kursk East Airport,RU,RU-KRS,Kursk,51.6568453,36.4852695
Lipetsk Airport,RU,RU-LIP,Lipetsk,52.7372011,38.9228666133329
Voronezh International Airport,RU,RU-VOR,Voronezh,50.9800393,40.1506507
Oryol Yuzhny Airport,RU,RU-ORL,Orel,52.79505215,36.417299978384
Donskoye Airport,RU,RU-TAM,Tambov,52.7039479,41.5692059464178
Yermolino Air Base,RU,RU-KLU,Balabanovo,54.3141064,35.3241122375385
Vnukovo International Airport,RU,RU-MOS,Moscow,55.5043158,38.0353929
Ukhta Airport,RU,RU-KO,Ukhta,63.9881421,54.3326073
Inta Airport,RU,RU-KO,Inta,63.9881421,54.3326073
Vuktyl Airport,RU,RU-KO,Vuktyl,63.9881421,54.3326073
Pechora Airport,RU,RU-KO,Pechora,63.9881421,54.3326073
Usinsk Airport,RU,RU-KO,Usinsk,63.9881421,54.3326073
Izhma Airport,RU,RU-KO,Izhma,63.9881421,54.3326073
Vorkuta Airport,RU,RU-KO,Vorkuta,63.9881421,54.3326073
Ust-Tsylma Airport,RU,RU-KO,Ust-Tsylma,63.9881421,54.3326073
Syktyvkar Airport,RU,RU-KO,Syktyvkar,63.9881421,54.3326073
Nizhny Novgorod Strigino International Airport,RU,RU-NIZ,Nizhny Novgorod,55.4718033,44.0911594
Bugulma Airport,RU,RU-TA,Bugulma,55.448217,50.4763591
Kazan International Airport,RU,RU-TA,Kazan,55.448217,50.4763591
Begishevo Airport,RU,RU-TA,Nizhnekamsk,55.448217,50.4763591
Borisoglebskoye Airport,RU,RU-TA,Kazan,55.448217,50.4763591
Yoshkar-Ola Airport,RU,RU-ME,Yoshkar-Ola,56.5767504,47.8817512
Cheboksary Airport,RU,RU-CU,Cheboksary,55.4259922,47.0849429
Zhigansk Airport,RU,RU-SA,Zhigansk,66.941626,129.642371
Ulyanovsk Baratayevka Airport,RU,RU-ULY,Ulyanovsk,54.1463177,47.2324921
Ulyanovsk East Airport,RU,RU-ULY,Ulyanovsk,54.1463177,47.2324921
Orenburg Central Airport,RU,RU-ORE,Orenburg,52.0269262,54.7276647
Orsk Airport,RU,RU-ORE,Orsk,52.0269262,54.7276647
Penza Airport,RU,RU-PNZ,Penza,53.1655415,44.7879181
Saransk Airport,RU,RU-MO,Saransk,54.4419829,44.4661144
Balakovo Airport,RU,RU-SAR,Balakovo,51.30858085,46.5913782681076
Saratov Central Airport,RU,RU-SAR,Saratov,51.30858085,46.5913782681076
Maksimovka Airport,RU,RU-BA,Ufa,54.4747553,55.9784582
Ufa International Airport,RU,RU-BA,Ufa,54.4747553,55.9784582
Buguruslan Severny Airport,RU,RU-ORE,Buguruslan,52.0269262,54.7276647
Bezymyanka Airfield,RU,RU-SAM,Samara,53.2128813,50.8914633
Kurumoch International Airport,RU,RU-SAM,Samara,53.2128813,50.8914633
"Rewa Airport, Chorhata, REWA",IN,IN-MP,Rewa,23.9699282,79.3948695462523
Sardar Vallabhbhai Patel International Airport,IN,IN-GJ,Ahmedabad,22.3850008,71.7452633
Akola Airport,IN,IN-MM,Akola,,
Aurangabad Airport,IN,IN-MM,Aurangabad,19.0406634,72.8466038
Chhatrapati Shivaji International Airport,IN,IN-MM,Mumbai,19.0406634,72.8466038
Bilaspur Airport,IN,IN-CT,Bilaspur,34.4137,-77.642053
Bhuj Airport,IN,IN-GJ,Bhuj,22.3850008,71.7452633
Belgaum Airport,IN,IN-KA,Belgaum,35.4982161,23.9950879
Vadodara Airport,IN,IN-GJ,Vadodara,22.3850008,71.7452633
Raja Bhoj International Airport,IN,IN-MP,Bhopal,23.9699282,79.3948695462523
Bhavnagar Airport,IN,IN-GJ,Bhavnagar,22.3850008,71.7452633
Daman Airport,IN,IN-DD,,18.4639145,74.5793013
Dabolim Airport,IN,IN-GA,Vasco da Gama,57.3639813,24.6786018
Hubli Airport,IN,IN-KA,Hubli,35.4982161,23.9950879
Devi Ahilyabai Holkar Airport,IN,IN-MP,Indore,23.9699282,79.3948695462523
Jabalpur Airport,IN,IN-MP,,23.9699282,79.3948695462523
Jamnagar Airport,IN,IN-GJ,Jamnagar,22.3850008,71.7452633
Kandla Airport,IN,IN-GJ,Kandla,22.3850008,71.7452633
Khajuraho Airport,IN,IN-MP,Khajuraho,23.9699282,79.3948695462523
Kolhapur Airport,IN,IN-MM,,19.0406634,72.8466038
Keshod Airport,IN,IN-GJ,,22.3850008,71.7452633
Nanded Airport,IN,IN-MM,Nanded,,
Dr. Babasaheb Ambedkar International Airport,IN,IN-MM,Naqpur,,
Nashik Airport,IN,IN-MM,Nasik,,
Pune Airport,IN,IN-MM,Pune,19.0406634,72.8466038
Porbandar Airport,IN,IN-GJ,Porbandar,22.3850008,71.7452633
Ratnagiri Airport,IN,IN-MM,,19.0406634,72.8466038
Rajkot Airport,IN,IN-GJ,Rajkot,22.3850008,71.7452633
Shirdi Airport,IN,IN-MM,Shirdi,,
Solapur Airport,IN,IN-MM,Solapur,19.0406634,72.8466038
Surat Airport,IN,IN-GJ,,22.3850008,71.7452633
Maharana Pratap Airport,IN,IN-RJ,Udaipur,,
Bandaranaike International Colombo Airport,LK,LK-1,Colombo,24.2090984,53.9365529
Anuradhapura Air Force Base,LK,LK-7,Anuradhapura,31.4994391,74.3725605
Batticaloa Airport,LK,LK-5,Batticaloa,25.0829161,67.3146071
Colombo Ratmalana Airport,LK,LK-1,Colombo,24.2090984,53.9365529
Ampara Airport,LK,LK-5,Ampara,25.0829161,67.3146071
Hingurakgoda Air Force Base,LK,LK-7,Polonnaruwa Town,31.4994391,74.3725605
Kankesanturai Airport,LK,LK-4,Jaffna,25.0923166,67.3239724
Koggala Airport,LK,LK-3,Galle,25.0943765,67.3222053
China Bay Airport,LK,LK-5,Trincomalee,25.0829161,67.3146071
Mattala Rajapaksa International Airport,LK,LK-3,,25.0943765,67.3222053
Battambang Airport,KH,KH-2,Battambang,46.9647835,8.3847424
Kampong Chhnang Airport,KH,KH-4,Kampong Chhnang,46.9744919,8.4200577
Phnom Penh International Airport,KH,KH-8,Phnom Penh,42.9640387,75.0590743
Ratanakiri Airport,KH,KH-16,Ratanakiri,43.8989989,74.2212952
Siem Reap International Airport,KH,KH-17,Siem Reap,43.817265,73.6195273
Stung Treng Airport,KH,KH-19,Stung Treng,43.191387,75.2020061
Hashimara Air Force Station,IN,IN-WB,Jalpaiguri,22.9964948,87.6855882
Along Airport,IN,IN-AR,,,
Agartala Airport,IN,IN-TR,Agartala,45.4348406,9.2382142
Bagdogra Airport,IN,IN-WB,Siliguri,22.9964948,87.6855882
Shillong Airport,IN,IN-ML,Shillong,,
Biju Patnaik Airport,IN,IN-OR,Bhubaneswar,51.7736707,7.2300827
Netaji Subhash Chandra Bose International Airport,IN,IN-WB,Kolkata,22.9964948,87.6855882
Dhanbad Airport,IN,IN-BR,,,
Kazi Nazrul Islam Airport,IN,IN-WB,Durgapur,22.9964948,87.6855882
Gorakhpur Airport,IN,IN-UP,Gorakhpur,27.1303344,80.859666
Lokpriya Gopinath Bordoloi International Airport,IN,IN-AS,Guwahati,,
Gaya Airport,IN,IN-BR,,,
Imphal Airport,IN,IN-MN,Imphal,24.7208818,93.9229386
Sonari Airport,IN,IN-JH,Jamshedpur,23.4559809,85.2557301
Jorhat Airport,IN,IN-AS,Jorhat,,
Kailashahar Airport,IN,IN-TR,,45.4348406,9.2382142
Silchar Airport,IN,IN-AS,Silchar,,
Lengpui Airport,IN,IN-MZ,Aizawl,23.2146169,92.8687612
North Lakhimpur Airport,IN,IN-AS,Lilabari,,
Dibrugarh Airport,IN,IN-AS,Dibrugarh,,
Dimapur Airport,IN,IN-NL,Dimapur,,
Muzaffarpur Airport,IN,IN-BR,,,
Panagarh Air Force Station,IN,IN-WB,,22.9964948,87.6855882
Lok Nayak Jayaprakash Airport,IN,IN-BR,Patna,,
Birsa Munda Airport,IN,IN-JH,Ranchi,23.4559809,85.2557301
Rourkela Airport,IN,IN-OR,,51.7736707,7.2300827
Tezpur Airport,IN,IN-AS,,,
Ziro Airport,IN,IN-AR,Ziro,27.6891712,96.4597226
Barisal Airport,BD,BD-1,Barisal,-34.8796557,-57.9882923
Cox's Bazar Airport,BD,BD-2,Cox's Bazar,32.5020483,-116.8607689
Shah Amanat International Airport,BD,BD-2,Chittagong,32.5020483,-116.8607689
Ishurdi Airport,BD,BD-5,Ishurdi,11.5906523,43.1466077
Jessore Airport,BD,BD-4,Jashahor,11.5898038,43.1464644
Shah Mokhdum Airport,BD,BD-5,Rajshahi,11.5906523,43.1466077
Saidpur Airport,BD,BD-5,Saidpur,11.5906523,43.1466077
Osmany International Airport,BD,BD-6,Sylhet,11.590676,43.1467686
Hazrat Shahjalal International Airport,BD,BD-3,Dhaka,11.5905866,43.1463026
Hong Kong International Airport,HK,HK-U-A,Hong Kong,22.3144634,113.9146189
Shek Kong Air Base,HK,HK-U-A,Hong Kong,22.3144634,113.9146189
Agra Airport,IN,IN-UP,,27.1303344,80.859666
Allahabad Airport,IN,IN-UP,Allahabad,27.1303344,80.859666
Ambala Air Force Station,IN,IN-HR,,29,76
Sri Guru Ram Dass Jee International Airport,IN,IN-PB,Amritsar,30.9293211,75.5004841
Nal Airport,IN,IN-RJ,Bikaner,,
Lal Bahadur Shastri Airport,IN,IN-UP,Varanasi,27.1303344,80.859666
Kullu Manali Airport,IN,IN-HP,,31.81676015,77.3493205196886
Bhatinda Air Force Station,IN,IN-PB,,30.9293211,75.5004841
Bareilly Air Force Station,IN,IN-UP,Bareilly,27.1303344,80.859666
Chandigarh Airport,IN,IN-CH,Chandigarh,,
Kanpur Airport,IN,IN-UP,Kanpur,27.1303344,80.859666
Safdarjung Airport,IN,IN-DL,,28.6273928,77.1716954
Dehradun Airport,IN,IN-UL,Dehradun,50.5997577,23.7787907
Indira Gandhi International Airport,IN,IN-DL,New Delhi,28.6273928,77.1716954
Kangra Airport,IN,IN-HP,,31.81676015,77.3493205196886
Gwalior Airport,IN,IN-MP,Gwalior,23.9699282,79.3948695462523
Hissar Airport,IN,IN-HR,,29,76
Jodhpur Airport,IN,IN-RJ,Jodhpur,,
Jaipur International Airport,IN,IN-RJ,Jaipur,,
Jaisalmer Airport,IN,IN-RJ,,,
Jammu Airport,IN,IN-JK,Jammu,33.5574473,75.06152
Kishangarh Airport,IN,IN-RJ,Ajmer,,
Kota Airport,IN,IN-RJ,Kota,,
Ludhiana Airport,IN,IN-PB,,30.9293211,75.5004841
Leh Kushok Bakula Rimpochee Airport,IN,IN-JK,Leh,33.5574473,75.06152
Chaudhary Charan Singh International Airport,IN,IN-UP,Lucknow,27.1303344,80.859666
Pathankot Airport,IN,IN-PB,Pathankot,30.9293211,75.5004841
Pantnagar Airport,IN,IN-UP,Pantnagar,27.1303344,80.859666
Sirsa Air Force Station,IN,IN-HR,,,
Sheikh ul Alam Airport,IN,IN-JK,Srinagar,33.5574473,75.06152
Udhampur Air Force Station,IN,IN-JK,,33.5574473,75.06152
Luang Phabang International Airport,LA,LA-LP,Luang Phabang,-37.2314643,-65.3972948
Pakse International Airport,LA,LA-CH,Pakse,46.7985624,8.2319736
Savannakhet Airport,LA,LA-SV,,13.8000382,-88.9140683
Sam Neua Airport,LA,LA-HO,,27.7198095,56.335807
Wattay International Airport,LA,LA-VT,Vientiane,42.49368885,11.9450678298077
Macau International Airport,MO,MO-U-A,Macau,38.9362535,-92.7288521
Dong Hoi Airport,VN,VN-24,Dong Hoi,47.5438615,42.2126195
Kontum Airport,VN,VN-28,Kontum,38.86096,-77.4368001
Gautam Buddha Airport,NP,NP-LU,Bhairawa,39.865968,-75.1796351
Janakpur Airport,NP,NP-JA,Janakpur,27.0578059,84.761730964236
Tribhuvan International Airport,NP,NP-BA,Kathmandu,47.9004687,106.94440027055
Nepalgunj Airport,NP,NP-BH,Nepalgunj,43.30891025,18.6759012121542
Pokhara Airport,NP,NP-GA,Pokhara,42.44225965,78.4156078079661
Taplejung Airport,NP,NP-ME,Taplejung,27.1996094,84.9809254
Biratnagar Airport,NP,NP-KO,Biratnagar,40.8447879,111.5790407
Murod Kond Airport,IN,IN-MM,Latur,,
Agatti Airport,IN,IN-LD,,10.8832771,72.8171069
HAL Airport,IN,IN-KA,Bangalore,35.4982161,23.9950879
Bellary Airport,IN,IN-KA,Bellary,35.4982161,23.9950879
Kempegowda International Airport,IN,IN-KA,Bangalore,35.4982161,23.9950879
Bidar Air Force Station,IN,IN-KA,,35.4982161,23.9950879
Vijayawada Airport,IN,IN-AP,,15.9240905,80.1863809
Coimbatore International Airport,IN,IN-TN,Coimbatore,45.24435835,27.9470212442908
Cochin International Airport,IN,IN-KL,Kochi,10.3528744,76.5120396
Calicut International Airport,IN,IN-KL,Calicut,10.3528744,76.5120396
Kadapa Airport,IN,IN-AP,Kadapa,15.9240905,80.1863809
Car Nicobar Air Force Station,IN,IN-AN,,57.419236,15.0697903
Dundigul Air Force Academy,IN,IN-TG,Hyderabad,,
Rajiv Gandhi International Airport,IN,IN-TG,Hyderabad,17.8495919,79.1151663
Begumpet Airport,IN,IN-TG,Hyderabad,,
Kannur International Airport,IN,IN-KL,Kannur,10.3528744,76.5120396
Madurai Airport,IN,IN-TN,Madurai,45.24435835,27.9470212442908
Mangalore International Airport,IN,IN-KA,Mangalore,35.4982161,23.9950879
Chennai International Airport,IN,IN-TN,Chennai,45.24435835,27.9470212442908
Vir Savarkar International Airport,IN,IN-AN,Port Blair,57.419236,15.0697903
Pondicherry Airport,IN,IN-TN,Pondicherry,45.24435835,27.9470212442908
Sri Sathya Sai Airport,IN,IN-AP,Puttaparthi,15.9240905,80.1863809
Rajahmundry Airport,IN,IN-AP,Rajahmundry,15.9240905,80.1863809
Salem Airport,IN,IN-TN,Salem,45.24435835,27.9470212442908
Tiruchirapally Civil Airport Airport,IN,IN-TN,Tiruchirappally,45.24435835,27.9470212442908
Trivandrum International Airport,IN,IN-KL,Thiruvananthapuram,10.3528744,76.5120396
Gelephu Airport,BT,BT-31,Gelephu,49.6883046,11.4426987
Paro Airport,BT,BT-11,Paro,49.8900564,11.5104198
Gan International Airport,MV,MV-01,Gan,46.156153,12.6568548
Hanimaadhoo Airport,MV,MV-23,Haa Dhaalu Atoll,11.0954989,79.6288292
Kadhdhoo Airport,MV,MV-05,Kadhdhoo,11.0954989,79.6288292
MalÃƒÂ© International Airport,MV,MV-MLE,MalÃƒÂ©,4.1961894,73.5301041555218
Kaadedhdhoo Airport,MV,MV-28,Huvadhu Atoll,11.0954989,79.6288292
Villa Airport,MV,MV-13,Maamigili,11.0954989,79.6288292
Don Mueang International Airport,TH,TH-10,Bangkok,15.1166697,105.8013942
Kamphaeng Saen Airport,TH,TH-72,Nakhon Pathom,15.70958655,98.68062845
Khok Kathiam Airport,TH,TH-16,,41.003629,-81.2996043
Trat Airport,TH,TH-23,,16.4338371,102.8151972
Suvarnabhumi Airport,TH,TH-10,Bangkok,15.1166697,105.8013942
U-Tapao International Airport,TH,TH-21,Rayong,15.1229217,105.8010761
Chiang Mai International Airport,TH,TH-50,Chiang Mai,13.8281375,100.5290754
Mae Hong Son Airport,TH,TH-58,,10.6605394,107.7729494
Lampang Airport,TH,TH-52,,10.6528078,107.7680162
Nan Airport,TH,TH-55,,15.60676685,105.371086046044
Phrae Airport,TH,TH-54,,17.67394275,97.8085011295234
Chiang Rai International Airport,TH,TH-57,Chiang Rai,16.56163145,99.0618925520747
Phetchabun Airport,TH,TH-67,,15.59436415,105.2897832954
Hua Hin Airport,TH,TH-76,Hua Hin,16.7025988,98.5006279659722
Takhli Airport,TH,TH-60,,14.9796257,105.51742453173
Mae Sot Airport,TH,TH-63,,15.59371455,105.291482796011
Sukhothai Airport,TH,TH-64,,15.59438045,105.289609044218
Phitsanulok Airport,TH,TH-65,,17.2181259,98.39583
Tak Airport,TH,TH-63,,15.59371455,105.291482796011
Surat Thani Airport,TH,TH-84,Surat Thani,16.15697555,98.8811634814091
Narathiwat Airport,TH,TH-96,,15.59409885,105.291292095817
Chumphon Airport,TH,TH-86,,10.9257499,108.1040235
Nakhon Si Thammarat Airport,TH,TH-80,Nakhon Si Thammarat,15.5958004,105.290078183043
Krabi Airport,TH,TH-81,Krabi,13.8732804,99.9230951
Songkhla Airport,TH,TH-90,,41.109788,-81.344099
Pattani Airport,TH,TH-94,,13.915076,100.5482881
Samui Airport,TH,TH-80,Na Thon (Ko Samui Island),15.5958004,105.290078183043
Cha Eian Airport,TH,TH-80,Nakhon Si Thammarat,15.5958004,105.290078183043
Phuket International Airport,TH,TH-83,Phuket,43.81382,-72.506919
Ranong Airport,TH,TH-85,,15.59734625,105.290956705782
Hat Yai International Airport,TH,TH-90,Hat Yai,41.109788,-81.344099
Trang Airport,TH,TH-92,,15.0718181,105.477173545007
Udon Thani Airport,TH,TH-41,Udon Thani,18.25411225,99.471494760777
Sakon Nakhon Airport,TH,TH-47,,13.7557298,100.5095832
Surin Airport,TH,TH-32,Surin,44.160732,-73.020469
Khon Kaen Airport,TH,TH-40,Khon Kaen,17.3444376,98.1802872
Loei Airport,TH,TH-42,,15.1171162,105.8063205
Buri Ram Airport,TH,TH-31,,43.9610458,-73.2168106
Nakhon Ratchasima Airport,TH,TH-30,,40.992726,-81.394272
Ubon Ratchathani Airport,TH,TH-34,Ubon Ratchathani,15.1188052,105.8034366
Roi Et Airport,TH,TH-45,,16.56166915,99.0629207736261
Nakhon Phanom Airport,TH,TH-48,,16.56090735,99.0590686817274
Buon Ma Thuot Airport,VN,VN-33,Buon Ma Thuot,37.589871,-76.494305
Cat Bi International Airport,VN,VN-61,Haiphong,43.2337017,5.9699393
CÃƒÂ  Mau Airport,VN,VN-59,Ca Mau City,37.96667,12.5213272
Cam Ranh Airport,VN,VN-34,Nha Trang,-15.4943296,-47.6015517
Co Ong Airport,VN,VN-43,Con Dao,37.1276896,-79.3069791
Can Tho International Airport,VN,VN-02,Can Tho,25.6972234,-100.380086349724
Dien Bien Phu Airport,VN,VN-01,Dien Bien Phu,-23.4447989,-47.4304957
Lien Khuong Airport,VN,VN-35,Da Lat,36.780379,-77.1109
Da Nang International Airport,VN,VN-60,Da Nang,-41.3923125,-73.4638648
Gia Lam Air Base,VN,VN-15,Hanoi,48.8629875,8.6238991
Noi Bai International Airport,VN,VN-15,Hanoi,48.8629875,8.6238991
Phu Bai Airport,VN,VN-56,Hue,37.831718,-79.018662
Phu Cat Airport,VN,VN-31,Quy Nohn,36.996475,-76.969047
Pleiku Airport,VN,VN-30,Pleiku,-15.5653084,-47.3339232
Phu Quoc International Airport,VN,VN-47,Phu Quoc Island,36.839091,-78.49465
Rach Gia Airport,VN,VN-47,Rach Gia,36.839091,-78.49465
Dong Tac Airport,VN,VN-49,Tuy Hoa,36.839772,-78.447251
Tan Son Nhat International Airport,VN,VN-23,Ho Chi Minh City,47.5470119,42.2087245
VÃƒÂ¢n Ã„ÂÃ¡Â»Â“n International Airport,VN,VN-13,Ha Long,48.8604004,8.6214647
Vinh Airport,VN,VN-26,Vinh,47.5495548,42.2041916
Dawei Airport,MM,MM-05,Dawei,19.0406634,72.8466038
Naypyidaw Airport,MM,MM-04,Pyinmana,19.0406634,72.8466038
Heho Airport,MM,MM-17,Heho,31.7150986,-111.4870692
Kengtung Airport,MM,MM-17,Kengtung,31.7150986,-111.4870692
Kyaukpyu Airport,MM,MM-16,Kyaukpyu,38.163642,-92.728423
Kawthoung Airport,MM,MM-05,Kawthoung,19.0406634,72.8466038
Loikaw Airport,MM,MM-12,Loikaw,35.618453,-83.4283175
Lashio Airport,MM,MM-17,Lashio,31.7150986,-111.4870692
Mandalay International Airport,MM,MM-04,Mandalay,19.0406634,72.8466038
Myeik Airport,MM,MM-05,Mkeik,19.0406634,72.8466038
Myitkyina Airport,MM,MM-11,Myitkyina,35.6688873,-83.6657066
Meiktila Air Base,MM,MM-04,Meiktila,19.0406634,72.8466038
Momeik Airport,MM,MM-17,,31.7150986,-111.4870692
Mong Hsat Airport,MM,MM-17,Mong Hsat,31.7150986,-111.4870692
Nampong Air Base,MM,MM-11,Myitkyina,35.6688873,-83.6657066
Namsang Airport,MM,MM-17,Namsang,31.7150986,-111.4870692
Putao Airport,MM,MM-11,Putao,35.6688873,-83.6657066
Shante Air Base,MM,MM-04,Meiktila,19.0406634,72.8466038
Sittwe Airport,MM,MM-16,Sittwe,38.163642,-92.728423
Thandwe Airport,MM,MM-16,Thandwe,38.163642,-92.728423
Tachileik Airport,MM,MM-17,Tachileik,31.7150986,-111.4870692
Yangon International Airport,MM,MM-06,Yangon,19.0406634,72.8466038
Hasanuddin International Airport,ID,ID-SN,Ujung Pandang-Celebes Island,-3.6446718,119.9471906
Frans Kaisiepo Airport,ID,ID-PA,Biak-Supiori Island,-4.11501855,137.9966136
Nabire Airport,ID,ID-PA,Nabire-Papua Island,-4.11501855,137.9966136
Moses Kilangin Airport,ID,ID-PA,Timika-Papua Island,-4.11501855,137.9966136
Ngurah Rai (Bali) International Airport,ID,ID-BA,Denpasar-Bali Island,-8.23565805,115.122386597674
Lombok International Airport,ID,ID-NB,Mataram,-8.1217877,117.636960710421
Yogyakarta International Airport,ID,ID-YO,Yogyakarta,-6.266246,106.7845592
Sentani International Airport,ID,ID-PA,Jayapura-Papua Island,-4.11501855,137.9966136
Wamena Airport,ID,ID-PA,Wamena-Papua Island,-4.11501855,137.9966136
Mopah Airport,ID,ID-PA,Merauke-Papua Island,-4.11501855,137.9966136
Kalimarau Airport,ID,ID-KI,Tanjung Redeb - Borneo Island,0.7884397,116.2419977
Juwata Airport,ID,ID-KU,Tarakan Island,2.7611255,116.915030387557
Naha Airport,ID,ID-SA,Tahuna-Sangihe Island,0.6555692,124.090151
Mutiara Airport,ID,ID-ST,Palu-Celebes Island,56.5704204,14.1481029
Sam Ratulangi Airport,ID,ID-SA,Manado-Celebes Island,0.6555692,124.090151
Kasiguncu Airport,ID,ID-ST,Poso-Celebes Island,56.5704204,14.1481029
Pitu Airport,ID,ID-MU,Gotalalamo-Morotai Island,0.6301215,127.9720219
Sultan Babullah Airport,ID,ID-MU,Sango-Ternate Island,0.6301215,127.9720219
Syukuran Aminuddin Amir Airport,ID,ID-ST,Luwok - Celebes Island,56.5704204,14.1481029
Warukin Airport,ID,ID-KS,Tanta-Tabalong-Borneo Island,-2.9285686,115.3700718
Dumatumbun Airport,ID,ID-MA,Langgur-Seram Island,-5.3580518,130.358382292066
"Pattimura Airport, Ambon",ID,ID-MA,Ambon,-5.3580518,130.358382292066
Juanda International Airport,ID,ID-JI,Surabaya,-6.9614415,113.984572472379
Fakfak Airport,ID,ID-PB,Fakfak-Papua Island,-1.3842356,132.902528
Kaimana Airport,ID,ID-PB,Kaimana-Papua Island,-1.3842356,132.902528
Babo Airport,ID,ID-PB,Babo-Papua Island,-1.3842356,132.902528
Rendani Airport,ID,ID-PB,Manokwari-Papua Island,-1.3842356,132.902528
Dominique Edward Osok Airport,ID,ID-PB,Sorong-Papua Island,-1.3842356,132.902528
Bintulu Airport,MY,MY-13,Bintulu,49.5158057,5.4083495
Kuching International Airport,MY,MY-13,Kuching,49.5158057,5.4083495
Limbang Airport,MY,MY-13,Limbang,49.5158057,5.4083495
Marudi Airport,MY,MY-13,Marudi,49.5158057,5.4083495
Miri Airport,MY,MY-13,Miri,49.5158057,5.4083495
Sibu Airport,MY,MY-13,Sibu,49.5158057,5.4083495
Bario Airport,MY,MY-13,Bario,49.5158057,5.4083495
Lahad Datu Airport,MY,MY-12,Lahad Datu,40.7460006,-74.2593099
Kota Kinabalu International Airport,MY,MY-12,Kota Kinabalu,40.7460006,-74.2593099
Labuan Airport,MY,MY-15,Labuan,41.5188594,-90.5630862
Sandakan Airport,MY,MY-12,Sandakan,40.7460006,-74.2593099
Tawau Airport,MY,MY-12,Tawau,40.7460006,-74.2593099
Mulu Airport,MY,MY-13,Mulu,49.5158057,5.4083495
Brunei International Airport,BN,BN-BM,Bandar Seri Begawan,4.87893932974457,114.93630143897
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,ID,ID-RI,Pekanbaru-Sumatra Island,0.94000845,101.655617709193
Pinang Kampai Airport,ID,ID-RI,Dumai-Sumatra Island,0.94000845,101.655617709193
Husein Sastranegara International Airport,ID,ID-JB,Bandung-Java Island,-6.8891904,107.6404716
Hang Nadim International Airport,ID,ID-RI,Batam Island,0.94000845,101.655617709193
Halim Perdanakusuma International Airport,ID,ID-JK,Jakarta,57.4492969,14.4356269
Tunggul Wulung Airport,ID,ID-JT,Cilacap-Java Island,-5.6259648,110.371648973129
Soekarno-Hatta International Airport,ID,ID-BT,Jakarta,-6.17394795,106.156664520151
Radin Inten II (Branti) Airport,ID,ID-LA,Bandar Lampung-Sumatra Island,-2.4833826,117.8902853
Binaka Airport,ID,ID-SU,Gunung Sitoli-Nias Island,2.1923519,99.3812201
Aek Godang Airport,ID,ID-SU,Padang Sidempuan-Sumatra Island,2.1923519,99.3812201
Tabing Airport,ID,ID-SB,Padang-Sumatra Island,-1.33589025,100.072227623953
Soewondo Air Force Base,ID,ID-SU,Medan-Sumatra Island,2.1923519,99.3812201
Kualanamu International Airport,ID,ID-SU,,2.1923519,99.3812201
Nanga Pinoh Airport,ID,ID-KB,Nanga Pinoh-Borneo Island,-1.2003376,109.931933845328
Ketapang(Rahadi Usman) Airport,ID,ID-KB,Ketapang-Borneo Island,-1.2003376,109.931933845328
Ranai Airport,ID,ID-RI,Ranai-Natuna Besar Island,0.94000845,101.655617709193
Supadio Airport,ID,ID-KB,Pontianak-Borneo Island,-1.2003376,109.931933845328
Pangsuma Airport,ID,ID-KB,Putussibau-Borneo Island,-1.2003376,109.931933845328
Sintang(Susilo) Airport,ID,ID-KB,Sintang-Borneo Island,-1.2003376,109.931933845328
Fatmawati Soekarno Airport,ID,ID-BE,Bengkulu-Sumatra Island,-3.5186763,102.5359834
Sultan Mahmud Badaruddin II Airport,ID,ID-SS,Palembang-Sumatra Island,-3.1266842,104.0930554
Pendopo Airport,ID,ID-SS,Talang Gudang-Sumatra Island,-3.1266842,104.0930554
Japura Airport,ID,ID-RI,Rengat-Sumatra Island,0.94000845,101.655617709193
Minangkabau International Airport,ID,ID-SB,Ketaping/Padang - Sumatra Island,-1.33589025,100.072227623953
Lhok Sukon Airport,ID,ID-AC,Lhok Sukon-Sumatra Island,4.3685491,97.0253024
Sultan Iskandar Muda International Airport,ID,ID-AC,Banda Aceh,4.3685491,97.0253024
Kluang Airport,MY,MY-01,Kluang,42.7521486,-73.6852832
Pulau Tioman Airport,MY,MY-06,Pulau Tioman,33.4529953,-87.3571411
Sultan Abdul Halim Airport,MY,MY-02,Alor Satar,42.1699722045433,-70.501008835088
