airport,latitude,longitude,municipality,country,country_code,city,state,postal_code,calling_code,timezone
T N Ward Heliport,40.016803,-75.241303,Bala Cynwyd,United States,US-PA,Hereford Township,Pennsylvania,19504,1,America/New_York
Bally Spring Farm Airport,40.43199920654297,-75.6259994506836,Bally,United States,US-PA,Bedminster Township,Pennsylvania,18944,1,America/New_York
Stefanik Airport,40.45289993286133,-75.20379638671875,Bedminster,United States,US-PA,Mahanoy Township,Pennsylvania,17948,1,America/New_York
Sci-Mahanoy Heliport,40.820899963378906,-76.16210174560547,Mahanoy,United States,US-PA,Richland Township,Pennsylvania,18951,1,America/New_York
Beaver Run Heliport,40.433399,-75.366303,Quakertown,United States,US-PA,,Pennsylvania,17882,1,America/New_York
Beaver Springs Airport,40.7765007019043,-77.21640014648438,Benfer,United States,US-PA,,Pennsylvania,17814,1,America/New_York
Benton Airport,41.20009994506836,-76.38719940185547,Benton,United States,US-PA,,Pennsylvania,16001,1,America/New_York
Butler Memorial Hospital Heliport,40.86669921875,-79.88140106201172,Butler,United States,US-PA,,Pennsylvania,18603,1,America/New_York
Berwick Hospital Corporation Personal Use Heliport,41.07040023803711,-76.2313003540039,Berwick,United States,US-PA,Robeson Township,Pennsylvania,19508,1,America/New_York
Arnold Airport,40.266803,-75.883003,Birdsboro,United States,US-PA,,Pennsylvania,17815,1,America/New_York
Stone Castle Motel Airport,40.97359848022461,-76.51860046386719,Bloomsburg,United States,US-PA,,Pennsylvania,17771,1,America/New_York
Logue Airport,41.41669845581055,-76.93299865722656,Bodines,United States,US-PA,,Pennsylvania,16125,1,America/New_York
"Horizon Hospital System, Greenville Heliport",41.41170120239258,-80.372802734375,Greenville,United States,US-PA,,Pennsylvania,17325,1,America/New_York
Cloudbound Airport,39.780799865722656,-77.27870178222656,Gettysburg,United States,US-PA,,Pennsylvania,17011,1,America/New_York
Holy Spirit A Geisinger Affiliate Heliport,40.25227,-76.92063900000002,Harrisburg,United States,US-PA,,Pennsylvania,18426,1,America/New_York
Mountain Bay Air Park Inc Airport,41.38010025024414,-75.2323989868164,Hawley,United States,US-PA,,Pennsylvania,17815,1,America/New_York
Bloomsburg Hospital Heliport,41.009498596191406,-76.45240020751953,Bloomsburg,United States,US-PA,,Pennsylvania,17307,1,America/New_York
Bowtie Airport,39.90850067138672,-77.2052001953125,Biglerville,United States,US-PA,,Pennsylvania,16438,1,America/New_York
Oberlander Airport,41.859333,-79.907167,Union City,United States,US-PA,,Pennsylvania,18407,1,America/New_York
Cosklos Elkview Airport,41.62699890136719,-75.5281982421875,Carbondale,United States,US-PA,,Pennsylvania,18459,1,America/New_York
Kellachows Airport,41.52230072021485,-75.39600372314453,Carbondale,United States,US-PA,,Pennsylvania,17072,1,America/New_York
Neiderer Airport,40.21680068969727,-77.11640167236328,Carlisle,United States,US-PA,,Pennsylvania,16066,1,America/New_York
Upmc Passavant Cranberry Heliport,40.6839981079,-80.096496582,Cranberry,United States,US-PA,,Pennsylvania,16127,1,America/New_York
Grove City Medical Ctr Heliport,41.171447,-80.084222,Grove City,United States,US-PA,,Pennsylvania,17257,1,America/New_York
Rocktop Airport,39.974998474121094,-77.55780029296875,Chambersburg,United States,US-PA,North Strabane Township,Pennsylvania,15317,1,America/New_York
Cast & Baker Heliport,40.24449920654297,-80.18170166015625,Canonsburg,United States,US-PA,,Pennsylvania,17201,1,America/New_York
Chambersburg Hospital Heliport,39.93949890136719,-77.64800262451172,Chambersburg,United States,US-PA,Lower Providence Township,Pennsylvania,19426,1,America/New_York
Kunda Airport,40.16680145263672,-75.44960021972656,Collegeville,United States,US-PA,Philadelphia,Pennsylvania,19140,1,America/New_York
Temple University Heliport,40.004798889160156,-75.14959716796875,Philadelphia,United States,US-PA,Pittsburgh,Pennsylvania,15214,1,America/New_York
Wpxi-Tv Evergreen Road Heliport,40.495361,-80.010667,Pittsburgh,United States,US-PA,,Pennsylvania,19009,1,America/New_York
Cairnwood Heliport,40.138199,-75.057404,Huntington Valley,United States,US-PA,North Whitehall Township,Pennsylvania,18037,1,America/New_York
Hi-Vu Airport,40.70009994506836,-75.54959869384766,Coplay,United States,US-PA,,Pennsylvania,17225,1,America/New_York
Cumberland Valley Airstrip,39.816799,-77.726097,Greencastle,United States,US-PA,North Strabane Township,Pennsylvania,15317,1,America/New_York
Allegheny Hospitals Canonsburg Heliport,40.24720001220703,-80.19139862060547,Canonsburg,United States,US-PA,Lower Nazareth Township,Pennsylvania,18045,1,America/New_York
Bugs Airport,40.714298248291016,-75.3042984008789,Nazareth,United States,US-PA,Monaghan Township,Pennsylvania,17027,1,America/New_York
Vogelsong Airport,40.1287,-76.969398,Dillsburg,United States,US-PA,Upper Uwchlan Township,Pennsylvania,19335,1,America/New_York
Fetters Construction Airport,40.09180068969727,-75.71080017089844,Downingtown,United States,US-PA,,Pennsylvania,18614,1,America/New_York
Dwight's Delight Airport,41.52090072631836,-76.46219635009766,Dushore,United States,US-PA,Washington Township,Pennsylvania,17316,1,America/New_York
Circle W Airfield,39.95869827270508,-76.9708023071289,East Berlin,United States,US-PA,,Pennsylvania,17317,1,America/New_York
D.Evans Farm Airport,39.97949981689453,-76.53610229492188,East Prospect,United States,US-PA,,Pennsylvania,17032,1,America/New_York
Gusler Airport,40.46540069580078,-76.83999633789062,Elizabethville/Halifax,United States,US-PA,,Pennsylvania,16920,1,America/New_York
Baker Airport,41.9650993347168,-77.31580352783203,Elkland,United States,US-PA,,Pennsylvania,18707,1,America/New_York
Rosenzweig Airport,41.136585,-75.860789,Wilkes Barre,United States,US-PA,Bridgeton Township,Pennsylvania,18920,1,America/New_York
Erwinna Private Airport,40.500099182128906,-75.06629943847656,Erwinna,United States,US-PA,Tinicum Township,Pennsylvania,18920,1,America/New_York
Tintinhull Airport,40.500099,-75.0829,Erwinna,United States,US-PA,Tinicum Township,Pennsylvania,18972,1,America/New_York
Tinicum Farms Heliport,40.52930068969727,-75.09960174560547,Erwinna,United States,US-PA,Salisbury,Pennsylvania,18018-5005,1,America/New_York
St Luke's Hospital Heliport,40.6083984375,-75.4031982421875,Fountain Hill,United States,US-PA,,Pennsylvania,17222,1,America/New_York
5 Lakes Airport,39.91279983520508,-77.53279876708984,Fayetteville,United States,US-PA,,Pennsylvania,18420,1,America/New_York
Grayce Farms Airport,41.60010147094727,-75.68299865722656,Fleetville,United States,US-PA,Hilltown Township,Pennsylvania,18964,1,America/New_York
Skyview Heliport,40.31570053100586,-75.30460357666016,Souderton,United States,US-PA,Dover Township,Pennsylvania,17315,1,America/New_York
Level Acres Farm Airport,39.953819,-76.909261,Thomasville,United States,US-PA,Lower Frederick,Pennsylvania,19492,1,America/New_York
Drewniany-Springmeadow Airport,40.3047981262207,-75.53350067138672,Frederick,United States,US-PA,Bethel Township,Pennsylvania,17067,1,America/New_York
Krill Personal Use Airport,40.447601318359375,-76.34110260009766,Frystown,United States,US-PA,Upper Macungie Township,Pennsylvania,18031,1,America/New_York
TEK Park Breinigsville Heliport,40.545752,-75.661856,Breinigsville,United States,US-PA,Wharton Township,Pennsylvania,15437,1,America/New_York
Nemacolin Airport,39.80559921264648,-79.54889678955078,Farmington,United States,US-PA,,Pennsylvania,17316,1,America/New_York
Ben's Landing Ultralightport,39.95899963378906,-77.04969787597656,East Berlin,United States,US-PA,Lower Merion Township,Pennsylvania,19035,1,America/New_York
Flat Rock Seaplane Base,40.056198,-75.266602,Gladwyne,United States,US-PA,,Pennsylvania,16735,1,America/New_York
UPMC Kane Heliport,41.671191,-78.817911,Kane,United States,US-PA,Tilden Township,Pennsylvania,19549,1,America/New_York
Blue Mountain Academy (Private) Airport,40.55289840698242,-76.02880096435547,Hamburg,United States,US-PA,,Pennsylvania,,1,America/New_York
Cherokee Heliport,40.685001373291016,-79.45670318603516,Brick Church Village,United States,US-PA,,Pennsylvania,16146,1,America/New_York
Sharon General Hospital Heliport,41.23260116577149,-80.49649810791016,Sharon,United States,US-PA,,Pennsylvania,17057,1,America/New_York
Turnpike Nr 1 Heliport,40.21680068969727,-76.78299713134766,Harrisburg,United States,US-PA,,Pennsylvania,16365,1,America/New_York
Warren General Hospital Heliport,41.84389877319336,-79.15480041503906,Warren,United States,US-PA,,Pennsylvania,18507,1,America/New_York
WNEP-TV Heliport,41.370658,-75.681885,Moosic,United States,US-PA,,Pennsylvania,18235,1,America/New_York
St Lukes/Gnaden Huetten Heliport,40.83263,-75.727088,Lehighton,United States,US-PA,,Alaska,,1,America/New_York
Point Thomson Airstrip,70.13600000000001,-146.290028,Deadhorse,United States,US-AK,,Alaska,99547,1,America/New_York
Atka Airport,52.22029877,-174.2059937,Atka,United States,US-AK,,Alaska,,1,America/New_York
Port Moller Airport,56.0060005188,-160.561004639,Cold Bay,United States,US-AK,Unalaska,,,1,America/New_York
Driftwood Bay Air Force Station Airport,53.9729499817,-166.85845947299998,Dutch Harbor,United States,US-AK,,Alaska,,1,America/New_York
Gold King Creek Airport,64.19899749755861,-147.92799377441406,Fairbanks,United States,US-AK,Port Alexander,Alaska,99836,1,America/New_York
Port Alexander Seaplane Base,56.246799468999995,-134.647994995,Port Alexander,United States,US-AK,,Alaska,,1,America/New_York
"Warren ""Bud"" Woods Palmer Municipal Airport",61.594898,-149.08901,Palmer,United States,US-AK,,Alaska,,1,America/New_York
Casco Cove Coast Guard Station,52.8283996582,173.17999267599998,Attu,United States,US-AK,,Alaska,99747,1,America/New_York
Barter Island LRRS Airport,70.13400268550001,-143.582000732,Barter Island Lrrs,United States,US-AK,,Alaska,,1,America/New_York
Bethel Airport,60.77980042,-161.8379974,Bethel,United States,US-AK,,Alaska,99682,1,America/New_York
Beluga Airport,61.1721992493,-151.04400634799998,Beluga,United States,US-AK,,Alaska,99731,1,America/New_York
Allen Army Airfield,63.994499206499995,-145.722000122,Delta Junction Ft Greely,United States,US-AK,,Alaska,99727,1,America/New_York
Buckland Airport,65.98159799999999,-161.149002,Buckland,United States,US-AK,,Alaska,,1,America/New_York
Big Mountain Airport,59.361198425299996,-155.259002686,Big Mountain,United States,US-AK,,Alaska,,1,America/New_York
Badami Airport,70.13749694824219,-147.02999877929688,Deadhorse,United States,US-AK,Utqiaġvik,Alaska,,1,America/New_York
Wiley Post Will Rogers Memorial Airport,71.285402,-156.766008,Utqiaġvik,United States,US-AK,Bettles,Alaska,,1,America/New_York
Bettles Airport,66.91390228,-151.529007,Bettles,United States,US-AK,,Alaska,,1,America/New_York
Bullen Point Air Force Station Airport,70.17279815673828,-146.83599853515625,Kaktovik,United States,US-AK,Anchorage,Alaska,,1,America/New_York
Birchwood Airport,61.41650009,-149.5070038,Birchwood,United States,US-AK,Cold Bay,Alaska,99571,1,America/New_York
Cold Bay Airport,55.20610046386719,-162.72500610351562,Cold Bay,United States,US-AK,,Alaska,,1,America/New_York
Central Airport,65.57379913,-144.7830048,Central,United States,US-AK,,Alaska,99788,1,America/New_York
Chalkyitsik Airport,66.6449966431,-143.74000549299998,Chalkyitsik,United States,US-AK,,Alaska,,1,America/New_York
Chefornak Airport,60.136667,-164.279167,Chefornak,United States,US-AK,Anderson,Alaska,99744,1,America/New_York
Clear Airport,64.301201,-149.119995,Clear,United States,US-AK,,Alaska,99662,1,America/New_York
Scammon Bay Airport,61.84529876710001,-165.570999146,Scammon Bay,United States,US-AK,,Alaska,,1,America/New_York
Circle City /New/ Airport,65.83049799999999,-144.076008,Circle,United States,US-AK,,Alaska,,1,America/New_York
Cape Sarichef Airport,54.58240127563477,-164.91400146484375,Cape Sarichef,United States,US-AK,,Alaska,,1,America/New_York
Merle K (Mudhole) Smith Airport,60.49179839999999,-145.4779968,Cordova,United States,US-AK,,Alaska,,1,America/New_York
Coldfoot Airport,67.25219726559999,-150.203994751,Coldfoot,United States,US-AK,,Alaska,,1,America/New_York
Yakataga Airport,60.080974,-142.494541,Yakataga,United States,US-AK,,Alaska,,1,America/New_York
Deering Airport,66.069603,-162.766006,Deering,United States,US-AK,,Alaska,,1,America/New_York
Red Dog Airport,68.03209686279999,-162.899002075,Red Dog,United States,US-AK,,Alaska,99546,1,America/New_York
Adak Airport,51.87799835205078,-176.64599609375,Adak Island,United States,US-AK,,Alaska,95576,1,America/New_York
Dillingham Airport,59.04470062,-158.50500490000005,Dillingham,United States,US-AK,Marshall,Alaska,99585,1,America/New_York
Marshall Don Hunter Sr Airport,61.8642997742,-162.026000977,Marshall,United States,US-AK,,Alaska,99619,1,America/New_York
Kodiak Airport,57.75,-152.4940033,Kodiak,United States,US-AK,Unalaska,Alaska,99692,1,America/New_York
Unalaska Airport,53.900100708000004,-166.54400634799998,Unalaska,United States,US-AK,,Alaska,,1,America/New_York
Kongiganak Airport,59.9608001709,-162.88099670399998,Kongiganak,United States,US-AK,Anchorage,Alaska,99598,1,America/New_York
Elmendorf Air Force Base,61.2509994506836,-149.8070068359375,Anchorage,United States,US-AK,,Alaska,99578,1,America/New_York
Eek Airport,60.21367264,-162.0438843,Eek,United States,US-AK,,Alaska,99738,1,America/New_York
Eagle Airport,64.77639771,-141.151001,Eagle,United States,US-AK,,Alaska,,1,America/New_York
Cape Newenham LRRS Airport,58.6464004517,-162.06300354,Cape Newenham,United States,US-AK,,Alaska,99714,1,America/New_York
Eielson Air Force Base,64.66570282,-147.102005,Fairbanks,United States,US-AK,,Alaska,,1,America/New_York
Elfin Cove Seaplane Base,58.1952018738,-136.347000122,Elfin Cove,United States,US-AK,,Alaska,99581,1,America/New_York
Emmonak Airport,62.78609848,-164.49099730000003,Emmonak,United States,US-AK,,Alaska,99511,1,America/New_York
Kenai Municipal Airport,60.57310104370117,-151.2449951171875,Kenai,United States,US-AK,,Alaska,,1,America/New_York
Newtok Airport,60.939098358154,-164.64100646973,Newtok,United States,US-AK,,Alaska,99709,1,America/New_York
Fairbanks International Airport,64.81510162,-147.85600280000003,Fairbanks,United States,US-AK,Fairbanks,Alaska,99703,1,America/New_York
Ladd AAF Airfield,64.83750153,-147.6139984,Fairbanks/Ft Wainwright,United States,US-AK,,Alaska,99830,1,America/New_York
Kake Airport,56.9613990784,-133.910003662,Kake,United States,US-AK,,Alaska,,1,America/New_York
Farewell Lake Seaplane Base,62.54249954223633,-153.6230010986328,Farewell Lake,United States,US-AK,,Alaska,,1,America/New_York
Tin Creek Airport,62.53160095214844,-153.61099243164062,Farewell Lake,United States,US-AK,,Alaska,99786,1,America/New_York
Ambler Airport,67.1063,-157.856989,Ambler,United States,US-AK,Anchorage,Alaska,99505,1,America/New_York
Bryant Army Heliport,61.26639938,-149.6529999,Fort Richardson(Anchorage),United States,US-AK,Nikolai,Alaska,99691,1,America/New_York
Nikolai Airport,63.0186,-154.358002,Nikolai,United States,US-AK,,Alaska,,1,America/New_York
Five Mile Airport,65.9270019531,-149.839996338,Five Mile,United States,US-AK,,Alaska,,1,America/New_York
Farewell Airport,62.509327,-153.892279,Farewell,United States,US-AK,,Alaska,99741,1,America/New_York
Edward G. Pitka Sr Airport,64.73619843,-156.93699650000005,Galena,United States,US-AK,,Alaska,,1,America/New_York
Galbraith Lake Airport,68.47969818119999,-149.49000549299998,Galbraith Lake,United States,US-AK,,Alaska,,1,America/New_York
Kwigillingok Airport,59.876499,-163.169005,Kwigillingok,United States,US-AK,,Alaska,99773,1,America/New_York
Shungnak Airport,66.88809967041,-157.16200256348,Shungnak,United States,US-AK,,Alaska,,1,America/New_York
Gulkana Airport,62.15489960000001,-145.4570007,Gulkana,United States,US-AK,Golovin,Alaska,,1,America/New_York
Golovin Airport,64.5504989624,-163.007003784,Golovin,United States,US-AK,Gambell,Alaska,,1,America/New_York
Gambell Airport,63.76679992675781,-171.73300170898438,Gambell,United States,US-AK,,Alaska,99820,1,America/New_York
Angoon Seaplane Base,57.503601,-134.58500700000002,Angoon,United States,US-AK,,Alaska,,1,America/New_York
Big Lake Airport,61.5360984802,-149.813995361,Big Lake,United States,US-AK,Gustavus,Alaska,99826,1,America/New_York
Gustavus Airport,58.42530060000001,-135.7070007,Gustavus,United States,US-AK,,Alaska,,1,America/New_York
Nightmute Airport,60.471000671386996,-164.70100402832,Nightmute,United States,US-AK,,Alaska,99840,1,America/New_York
Skagway Airport,59.46009826660156,-135.31599426269528,Skagway,United States,US-AK,,Alaska,,1,America/New_York
Holy Cross Airport,62.18830108642578,-159.77499389648438,Holy Cross,United States,US-AK,,Alaska,99746,1,America/New_York
Huslia Airport,65.69789886,-156.3509979,Huslia,United States,US-AK,,Alaska,99807,1,America/New_York
Haines Airport,59.24380111694336,-135.52400207519528,Haines,United States,US-AK,Homer,Alaska,99603,1,America/New_York
Homer Airport,59.64559936523438,-151.4770050048828,Homer,United States,US-AK,,Alaska,99604,1,America/New_York
Hooper Bay Airport,61.52389908,-166.1470032,Hooper Bay,United States,US-AK,Hughes,Alaska,99745,1,America/New_York
Hughes Airport,66.04109955,-154.26300049999998,Hughes,United States,US-AK,,Alaska,,1,America/New_York
Healy River Airport,63.8661994934082,-148.968994140625,Healy,United States,US-AK,,Alaska,,1,America/New_York
Shageluk Airport,62.6922988892,-159.569000244,Shageluk,United States,US-AK,,Alaska,99985,1,America/New_York
Hydaburg Seaplane Base,55.206298828125,-132.8280029296875,Hydaburg,United States,US-AK,Los Angeles,California,91331-2536,1,America/New_York
Barton Heliport,34.258782000000004,-118.40785,Pacoima,United States,US-CA,,Alaska,,1,America/New_York
Igiugig Airport,59.32400131225586,-155.90199279785156,Igiugig,United States,US-AK,Egegik,Alaska,,1,America/New_York
Egegik Airport,58.1855010986,-157.375,Egegik,United States,US-AK,,Alaska,99749,1,America/New_York
Bob Baker Memorial Airport,66.9759979248,-160.43699646,Kiana,United States,US-AK,,Alaska,,1,America/New_York
Iliamna Airport,59.75439835,-154.9109955,Iliamna,United States,US-AK,,Alaska,,1,America/New_York
Indian Mountain LRRS Airport,65.99279785,-153.7039948,Utopia Creek,United States,US-AK,,Alaska,99755,1,America/New_York
McKinley National Park Airport,63.7326011658,-148.910995483,McKinley Park,United States,US-AK,,Alaska,99783,1,America/New_York
Wales Airport,65.62259300000001,-168.095,Wales,United States,US-AK,Chignik,Alaska,99564,1,America/New_York
Chignik Airport,56.311500549316406,-158.3730010986328,Chignik,United States,US-AK,Juneau,Alaska,99801,1,America/New_York
Juneau International Airport,58.35499954223633,-134.57600402832028,Juneau,United States,US-AK,,Alaska,,1,America/New_York
Jonesville Mine Airport,61.7314,-148.92799419999997,Sutton,United States,US-AK,,Alaska,,1,America/New_York
Koliganek Airport,59.726600647,-157.259002686,Koliganek,United States,US-AK,,Alaska,99615,1,America/New_York
Kodiak Municipal Airport,57.8059005737,-152.37399292,Kodiak,United States,US-AK,False Pass,Alaska,99583,1,America/New_York
False Pass Airport,54.8474006652832,-163.41000366210938,False Pass,United States,US-AK,Akhiok,Alaska,,1,America/New_York
Akhiok Airport,56.9387016296,-154.182998657,Akhiok,United States,US-AK,,Alaska,99614,1,America/New_York
Kipnuk Airport,59.9329986572,-164.031005859,Kipnuk,United States,US-AK,,Alaska,,1,America/New_York
Koyuk Alfred Adams Airport,64.9394989014,-161.154006958,Koyuk,United States,US-AK,,Alaska,,1,America/New_York
Kulik Lake Airport,58.9821014404,-155.121002197,Kulik Lake,United States,US-AK,,Alaska,,1,America/New_York
King Salmon Airport,58.67679977,-156.6490021,King Salmon,United States,US-AK,,Alaska,,1,America/New_York
Nikolski Air Station,52.94160079956055,-168.8489990234375,Nikolski,United States,US-AK,Anaktuvuk Pass,Alaska,99721,1,America/New_York
Anaktuvuk Pass Airport,68.13359833,-151.7429962,Anaktuvuk Pass,United States,US-AK,,Alaska,99901,1,America/New_York
Ketchikan International Airport,55.35559845,-131.7140045,Ketchikan,United States,US-AK,,Alaska,,1,America/New_York
Ugnu-Kuparuk Airport,70.33080291750001,-149.59800720200002,Kuparuk,United States,US-AK,,Alaska,99748,1,America/New_York
Kaltag Airport,64.31909943,-158.74099730000003,Kaltag,United States,US-AK,,Alaska,99925,1,America/New_York
Klawock Airport,55.5792007446,-133.076004028,Klawock,United States,US-AK,,Alaska,99608,1,America/New_York
Karluk Airport,57.5671005249,-154.449996948,Karluk,United States,US-AK,,Alaska,99624,1,America/New_York
Larsen Bay Airport,57.535099029499996,-153.977996826,Larsen Bay,United States,US-AK,Upper Kalskag,Alaska,99626,1,America/New_York
Kalskag Airport,61.53630065917969,-160.34100341796875,Kalskag,United States,US-AK,Anchorage,Alaska,99502,1,America/New_York
Lake Hood Airport,61.18,-149.972003,Anchorage,United States,US-AK,,Alaska,,1,America/New_York
Alpine Airstrip,70.34429899999999,-150.945007,Nuiqsut,United States,US-AK,,Alaska,,1,America/New_York
Chandalar Lake Airport,67.5045013428,-148.483001709,Chandalar Lake,United States,US-AK,,Alaska,,1,America/New_York
Cape Lisburne LRRS Airport,68.87509918,-166.1100006,Cape Lisburne,United States,US-AK,,Alaska,,1,America/New_York
Manokotak Airport,58.9902000427,-159.050003052,Manokotak,United States,US-AK,,Alaska,99627,1,America/New_York
McGrath Airport,62.95289993,-155.60600280000003,McGrath,United States,US-AK,,Alaska,,1,America/New_York
Middleton Island Airport,59.4499015808,-146.307006836,Middleton Island,United States,US-AK,,Alaska,,1,America/New_York
Minchumina Airport,63.88600200000001,-152.30200200000004,Minchumina,United States,US-AK,St. Michael,Alaska,99659,1,America/New_York
St Michael Airport,63.49010086,-162.1100006,St Michael,United States,US-AK,,Alaska,99756,1,America/New_York
Manley Hot Springs Airport,64.99759674069999,-150.643997192,Manley Hot Springs,United States,US-AK,,Alaska,99926,1,America/New_York
Metlakatla Seaplane Base,55.131001,-131.578003,Metlakatla,United States,US-AK,,Alaska,,1,America/New_York
Mountain Village Airport,62.09540176391602,-163.6820068359375,Mountain Village,United States,US-AK,Anchorage,Alaska,99508,1,America/New_York
Merrill Field,61.2135009765625,-149.843994140625,Anchorage,United States,US-AK,,Alaska,,1,America/New_York
Mc Carthy Airport,61.437099456800006,-142.904006958,Mccarthy,United States,US-AK,Mekoryuk,Alaska,,1,America/New_York
Mekoryuk Airport,60.37139892578125,-166.27099609375,Mekoryuk,United States,US-AK,,Alaska,99634,1,America/New_York
Napakiak Airport,60.69029998779297,-161.97900390625,Napakiak,United States,US-AK,Anchorage,Alaska,99502,1,America/New_York
Ted Stevens Anchorage International Airport,61.174400329589844,-149.99600219726562,Anchorage,United States,US-AK,,Alaska,,1,America/New_York
Aniak Airport,61.58160018920898,-159.54299926757812,Aniak,United States,US-AK,Nenana,Alaska,99790,1,America/New_York
Nenana Municipal Airport,64.54730224609375,-149.07400512695312,Nenana,United States,US-AK,,Alaska,99640,1,America/New_York
Nondalton Airport,59.980201721190994,-154.8390045166,Nondalton,United States,US-AK,,Alaska,,1,America/New_York
Funter Bay Seaplane Base,58.2543983459,-134.897994995,Funter Bay,United States,US-AK,,Alaska,,1,America/New_York
Annette Island Airport,55.04240036010742,-131.57200622558594,Annette,United States,US-AK,,Alaska,99748,1,America/New_York
Nulato Airport,64.729301,-158.074005,Nulato,United States,US-AK,Anvik,Alaska,,1,America/New_York
Anvik Airport,62.64670200000001,-160.190994,Anvik,United States,US-AK,,Alaska,99636,1,America/New_York
New Stuyahok Airport,59.4499015808,-157.32800293,New Stuyahok,United States,US-AK,Kobuk,Alaska,,1,America/New_York
Kobuk Airport,66.9123001099,-156.897003174,Kobuk,United States,US-AK,,Alaska,,1,America/New_York
Portage Creek Airport,58.9065,-157.714,Portage Creek,United States,US-AK,,Alaska,99829,1,America/New_York
Northway Airport,62.96129989999999,-141.9290009,Northway,United States,US-AK,Kotzebue,Alaska,,1,America/New_York
Ralph Wien Memorial Airport,66.88469696,-162.598999,Kotzebue,United States,US-AK,,Alaska,,1,America/New_York
Nelson Lagoon Airport,56.007499694824,-161.16000366211,Nelson Lagoon,United States,US-AK,St. George,Alaska,,1,America/New_York
St George Airport,56.5783004761,-169.662002563,St George,United States,US-AK,,Alaska,,1,America/New_York
Port Clarence Coast Guard Station,65.25370025630001,-166.85899353,Port Clarence,United States,US-AK,,Alaska,99648,1,America/New_York
Perryville Airport,55.905998,-159.162993,Perryville,United States,US-AK,,Alaska,99833,1,America/New_York
Petersburg James A Johnson Airport,56.80170059,-132.9450073,Petersburg,United States,US-AK,,Alaska,99549,1,America/New_York
Port Heiden Airport,56.95909881591797,-158.63299560546875,Port Heiden,United States,US-AK,Napaskiak,Alaska,,1,America/New_York
Napaskiak Airport,60.70289993,-161.7779999,Napaskiak,United States,US-AK,Platinum,Alaska,,1,America/New_York
Platinum Airport,59.01139831542969,-161.82000732421875,Platinum,United States,US-AK,Pilot Point,Alaska,99649,1,America/New_York
Pilot Point Airport,57.5803985596,-157.572006226,Pilot Point,United States,US-AK,,Alaska,99766,1,America/New_York
Point Hope Airport,68.34880065917969,-166.7989959716797,Point Hope,United States,US-AK,,Alaska,,1,America/New_York
Prospect Creek Airport,66.814102172852,-150.64399719238,Prospect Creek,United States,US-AK,,Alaska,99925,1,America/New_York
Klawock Seaplane Base,55.5546989440918,-133.10200500488278,Klawock,United States,US-AK,,Alaska,,1,America/New_York
Quinhagak Airport,59.7551,-161.845,Quinhagak,United States,US-AK,,Alaska,99789,1,America/New_York
Nuiqsut Airport,70.2099990845,-151.00599670399998,Nuiqsut,United States,US-AK,,Alaska,,1,America/New_York
Arctic Village Airport,68.1147,-145.578995,Arctic Village,United States,US-AK,,Alaska,,1,America/New_York
Russian Mission Airport,61.7788848877,-161.319458008,Russian Mission,United States,US-AK,Ruby,Alaska,99768,1,America/New_York
Ruby Airport,64.72720337,-155.47000119999996,Ruby,United States,US-AK,Savoonga,Alaska,,1,America/New_York
Savoonga Airport,63.6864013671875,-170.4929962158203,Savoonga,United States,US-AK,,Alaska,,1,America/New_York
Deadhorse Airport,70.19470215,-148.46499630000002,Deadhorse,United States,US-AK,Sand Point,Alaska,99661,1,America/New_York
Sand Point Airport,55.31499862670898,-160.5229949951172,Sand Point,United States,US-AK,,Alaska,99772,1,America/New_York
Shishmaref Airport,66.249604,-166.089112,Shishmaref,United States,US-AK,Sitka,Alaska,99835,1,America/New_York
Sitka Rocky Gutierrez Airport,57.04710006713867,-135.36199951171878,Sitka,United States,US-AK,Selawik,Alaska,99770,1,America/New_York
Selawik Airport,66.60009766,-159.9859924,Selawik,United States,US-AK,,Alaska,99668,1,America/New_York
Sleetmute Airport,61.7005004883,-157.166000366,Sleetmute,United States,US-AK,,Alaska,,1,America/New_York
St Mary's Airport,62.0605011,-163.30200200000004,St Mary's,United States,US-AK,,Alaska,,1,America/New_York
St Paul Island Airport,57.16730117797852,-170.22000122070312,St Paul Island,United States,US-AK,,Alaska,99663,1,America/New_York
Seldovia Airport,59.442401885986,-151.70399475098,Seldovia,United States,US-AK,,Alaska,,1,America/New_York
Sheep Mountain Airport,61.812000274700004,-147.507003784,Sheep Mountain,United States,US-AK,,Alaska,,1,America/New_York
Summit Airport,63.3315010071,-149.126998901,Summit,United States,US-AK,,Alaska,,1,America/New_York
Sparrevohn LRRS Airport,61.09740067,-155.5740051,Sparrevohn,United States,US-AK,,Alaska,,1,America/New_York
Skwentna Airport,61.9653015137,-151.190994263,Skwentna,United States,US-AK,,Alaska,,1,America/New_York
Soldotna Airport,60.47570037841797,-151.03399658203125,Soldotna,United States,US-AK,,Alaska,,1,America/New_York
Eareckson Air Station,52.71229935,174.1139984,Shemya,United States,US-AK,,Alaska,,1,America/New_York
Ralph M Calhoun Memorial Airport,65.1744003296,-152.10899353,Tanana,United States,US-AK,,Alaska,,1,America/New_York
Tin City Long Range Radar Station Airport,65.56310272,-167.9219971,Tin City,United States,US-AK,,Alaska,99778,1,America/New_York
Teller Airport,65.2404022217,-166.339004517,Teller,United States,US-AK,,Alaska,99678,1,America/New_York
Togiak Airport,59.05279922485352,-160.39700317382812,Togiak Village,United States,US-AK,,Alaska,,1,America/New_York
